HN1	14.5	1,00	8
HN2	5.5	26,00	7
HN3	11.75	50,00	9
HN4	23.0	42,00	7
HN5	3.25	45,00	1
HN6	17.5	17,00	6
HN7	22.0	50,00	4
HN8	23.0	50,00	9
HN9	6.0	50,00	3
HN10	4.75	4,00	8
HN11	6.5	21,00	10
HN12	15.0	29,00	9
HN13	20.75	5,00	7
HN14	2.5	28,00	6
HN15	21.0	36,00	5
HN16	23.75	50,00	10
GN1	20.25	22,00	4
GN2	23.5	50,00	4
GN3	3.0	4,00	5
GN4	8.75	32,00	5
GN5	10.75	50,00	6
GN6	17.0	27,00	3
GN7	13.25	50,00	2
GN8	11.5	7,00	3
GN9	21.0	50,00	6
GN10	6.0	33,00	6
GN11	13.25	24,00	6
GN12	6.75	8,00	3
GN13	20.0	14,00	8
GN14	1.5	50,00	5
GN15	14.0	50,00	6
GN16	20.0	50,00	8
FN1	0.5	42,00	5
FN2	12.0	50,00	3
FN3	15.75	50,00	7
FN4	20.75	50,00	8
FN5	11.5	50,00	1
FN6	21.25	6,00	4
FN7	6.5	50,00	9
FN8	4.25	50,00	2
FN9	12.5	50,00	4
FN10	6.75	50,00	8
FN11	23.25	45,00	4
FN12	6.5	13,00	5
FN13	13.0	9,00	8
FN14	8.5	19,00	3
FN15	10.25	12,00	4
FN16	22.5	50,00	6
EN1	12.75	18,00	7
EN2	14.75	10,00	4
EN3	6.25	42,00	5
EN4	1.5	40,00	3
EN5	11.75	50,00	6
EN6	10.75	50,00	10
EN7	13.75	13,00	4
EN8	2.0	29,00	5
EN9	22.25	28,00	5
EN10	21.25	27,00	8
EN11	13.5	21,00	7
EN12	13.5	29,00	3
EN13	7.0	50,00	9
EN14	7.25	50,00	7
EN15	20.75	48,00	2
EN16	5.0	50,00	10
DN1	2.0	49,00	6
DN2	20.0	28,00	4
DN3	2.75	50,00	5
DN4	1.25	50,00	5
DN5	20.0	10,00	5
DN6	1.0	50,00	4
DN7	2.5	15,00	5
DN8	4.0	17,00	2
DN9	17.25	10,00	2
DN10	11.25	26,00	4
DN11	15.5	50,00	4
DN12	13.5	12,00	2
DN13	12.25	50,00	3
DN14	14.25	50,00	8
DN15	12.5	50,00	5
DN16	14.0	40,00	2
CN1	18.0	50,00	8
CN2	10.5	7,00	6
CN3	22.0	50,00	6
CN4	9.5	50,00	4
CN5	22.25	50,00	7
CN6	25.0	50,00	2
CN7	22.5	50,00	3
CN8	9.25	50,00	4
CN9	2.25	44,00	5
CN10	6.25	33,00	9
CN11	4.0	6,00	3
CN12	16.25	11,00	3
CN13	8.25	50,00	9
CN14	14.25	50,00	4
CN15	24.75	1,00	3
CN16	5.75	50,00	6
BN1	4.5	9,00	6
BN2	16.75	50,00	3
BN3	18.5	50,00	6
BN4	8.75	1,00	2
BN5	23.0	50,00	5
BN6	2.5	26,00	1
BN7	19.5	50,00	4
BN8	0.25	9,00	4
BN9	3.0	50,00	3
BN10	21.5	50,00	6
BN11	16.5	7,00	9
BN12	6.75	50,00	5
BN13	17.0	18,00	4
BN14	0.0	0,00	7
BN15	20.0	50,00	1
BN16	10.0	21,00	7
AN1	10.75	8,00	4
AN2	6.0	50,00	10
AN3	4.5	50,00	5
AN4	9.5	50,00	4
AN5	10.0	14,00	7
AN6	14.5	44,00	10
AN7	8.25	50,00	2
AN8	17.5	50,00	10
AN9	6.75	50,00	6
AN10	6.25	7,00	10
AN11	7.25	50,00	2
AN12	0.25	36,00	5
AN13	18.0	31,00	6
