BLN1	14.5	50,00	9
BLN2	22.75	0,00	10
BLN3	14.0	50,00	3
BLN4	7.75	50,00	1
BLN5	3.25	50,00	6
BLN6	13.0	10,00	2
BLN7	20.0	50,00	2
BLN8	5.5	50,00	10
BLN9	8.25	15,00	9
BLN10	18.5	50,00	2
BLN11	24.0	50,00	10
BLN12	10.25	13,00	6
BLN13	16.5	50,00	5
BLN14	22.0	50,00	4
BLN15	23.25	7,00	7
BLN16	19.0	46,00	2
BLN17	5.5	50,00	4
BLN18	9.0	40,00	7
BLN19	1.25	29,00	5
BLN20	13.5	50,00	5
BLN21	2.75	50,00	4
BLN22	25.0	50,00	1
BLN23	21.25	35,00	1
BLN24	8.25	11,00	9
BLN25	5.75	50,00	5
BLN26	0.5	35,00	10
BLN27	20.75	0,00	4
BLN28	12.0	41,00	10
BLN29	21.0	50,00	1
BLN30	9.25	50,00	9
BLN31	5.5	33,00	3
BLN32	5.75	19,00	7
BLN33	8.0	37,00	3
BLN34	2.0	50,00	3
BLN35	20.25	45,00	4
BLN36	0.0	0,00	3
BLN37	13.75	50,00	9
BLN38	17.5	50,00	5
BLN39	17.0	50,00	1
BLN40	17.0	40,00	6
BLN41	17.5	37,00	9
BLN42	8.0	34,00	3
BLN43	23.25	50,00	5
BLN44	9.25	34,00	7
BLN45	7.5	50,00	4
BLN46	22.0	39,00	6
BLN47	12.75	47,00	9
BLN48	16.5	29,00	6
BLN49	12.25	18,00	2
BLN50	5.75	50,00	5
BLN51	7.5	50,00	9
BLN52	2.25	50,00	9
BLN53	20.0	50,00	9
BLN54	24.25	50,00	10
BLN55	9.75	17,00	3
BLN56	12.5	42,00	1
BLN57	22.25	36,00	8
BLN58	17.75	50,00	3
BLN59	2.5	1,00	2
BLN60	12.0	50,00	1
BLN61	15.5	50,00	6
BLN62	12.25	9,00	4
BLN63	1.5	23,00	10
BLN64	17.5	50,00	8
BLN65	15.25	10,00	5
BLN66	16.75	50,00	5
BLN67	12.25	50,00	2
BLN68	8.5	26,00	6
BLN69	2.25	26,00	1
BLN70	20.5	1,00	5
BLN71	13.75	28,00	3
BLN72	14.25	28,00	2
BLN73	10.75	42,00	4
BLN74	9.25	38,00	4
BLN75	8.5	7,00	8
BLN76	23.0	48,00	3
BLN77	20.75	50,00	2
BLN78	11.75	24,00	7
BLN79	4.0	16,00	5
BLN80	23.25	43,00	1
BLN81	1.75	33,00	7
BLN82	13.25	50,00	3
BLN83	4.0	2,00	3
BLN84	0.5	47,00	7
BLN85	5.0	18,00	3
BLN86	13.0	50,00	9
BLN87	10.75	7,00	9
BLN88	19.5	41,00	3
BLN89	16.0	50,00	6
BLN90	9.75	50,00	7
BLN91	11.5	50,00	9
BLN92	19.5	15,00	2
BLN93	6.75	29,00	1
BLN94	15.0	50,00	8
BLN95	21.0	27,00	10
BLN96	18.5	50,00	5
BLN97	10.5	50,00	7
BLN98	12.5	50,00	3
BLN99	10.5	50,00	9
BLN100	13.75	1,00	5
BLN101	22.25	2,00	8
BLN102	0.25	2,00	4
BLN103	17.75	23,00	4
BLN104	18.5	11,00	7
BLN105	21.25	46,00	6
BLN106	19.5	50,00	1
BLN107	16.75	50,00	6
BLN108	24.0	50,00	8
BLN109	0.0	0,00	8
BLN110	3.0	50,00	9
BLN111	22.75	50,00	3
BLN112	2.25	21,00	6
BLN113	19.0	50,00	5
BLN114	1.75	50,00	6
BLN115	15.25	50,00	7
BLN116	1.0	3,00	4
BLN117	13.25	36,00	3
BLN118	21.0	2,00	3
BLN119	1.25	50,00	4
BLN120	2.75	12,00	6
BLN121	9.25	50,00	4
BLN122	9.25	50,00	9
BLN123	8.5	50,00	7
BLN124	23.75	50,00	8
BLN125	1.5	50,00	9
BLN126	25.0	25,00	7
BLN127	12.25	18,00	9
BLN128	18.5	13,00	2
BKN1	14.5	42,00	6
BKN2	9.5	40,00	6
BKN3	9.5	32,00	7
BKN4	18.0	50,00	2
BKN5	12.75	50,00	2
BKN6	24.5	50,00	2
BKN7	2.75	50,00	3
BKN8	0.0	0,00	3
BKN9	13.0	50,00	5
BKN10	0.25	50,00	7
BKN11	15.5	50,00	7
BKN12	3.25	50,00	3
BKN13	7.5	50,00	10
BKN14	17.75	50,00	5
BKN15	21.5	50,00	2
BKN16	4.75	50,00	4
BKN17	10.25	2,00	6
BKN18	3.25	32,00	4
BKN19	4.75	16,00	5
BKN20	13.25	29,00	4
BKN21	20.0	36,00	6
BKN22	2.75	24,00	7
BKN23	11.75	24,00	3
BKN24	0.25	50,00	7
BKN25	6.0	50,00	9
BKN26	14.0	50,00	7
BKN27	7.0	5,00	3
BKN28	3.25	38,00	2
BKN29	2.5	42,00	8
BKN30	10.0	50,00	3
BKN31	20.25	32,00	3
BKN32	5.0	5,00	10
BKN33	19.5	50,00	10
BKN34	2.0	4,00	8
BKN35	23.0	15,00	8
BKN36	12.0	35,00	6
BKN37	6.5	50,00	2
BKN38	23.75	50,00	2
BKN39	22.75	50,00	10
BKN40	9.75	50,00	9
BKN41	21.5	50,00	3
BKN42	4.75	8,00	5
BKN43	10.25	33,00	1
BKN44	15.0	21,00	8
BKN45	17.25	38,00	1
BKN46	15.5	48,00	1
BKN47	7.5	50,00	2
BKN48	1.0	6,00	9
BKN49	2.25	2,00	6
BKN50	14.25	50,00	1
BKN51	23.75	43,00	1
BKN52	8.25	24,00	7
BKN53	5.5	50,00	7
BKN54	19.25	25,00	4
BKN55	17.25	10,00	2
BKN56	22.25	20,00	5
BKN57	9.25	15,00	9
BKN58	15.5	0,00	9
BKN59	9.0	50,00	5
BKN60	24.75	3,00	2
BKN61	6.5	50,00	5
BKN62	6.0	6,00	9
BKN63	16.75	7,00	2
BKN64	4.25	50,00	2
BKN65	19.75	28,00	8
BKN66	16.25	9,00	1
BKN67	8.5	50,00	5
BKN68	23.0	50,00	5
BKN69	17.5	9,00	1
BKN70	3.0	22,00	5
BKN71	4.75	50,00	9
BKN72	15.0	50,00	6
BKN73	22.5	9,00	4
BKN74	11.0	42,00	3
BKN75	10.5	41,00	7
BKN76	24.25	45,00	1
BKN77	18.75	46,00	9
BKN78	3.75	50,00	3
BKN79	1.5	7,00	4
BKN80	20.0	50,00	9
BKN81	10.25	30,00	8
BKN82	5.75	50,00	7
BKN83	12.75	5,00	6
BKN84	20.75	6,00	5
BKN85	22.5	8,00	1
BKN86	22.0	50,00	9
BKN87	11.5	50,00	6
BKN88	15.5	50,00	6
BKN89	18.0	50,00	4
BKN90	12.5	18,00	1
BKN91	22.75	19,00	7
BKN92	17.0	50,00	8
BKN93	10.5	50,00	3
BKN94	2.25	50,00	8
BKN95	12.25	4,00	2
BKN96	20.5	48,00	5
BKN97	24.25	30,00	4
BKN98	22.75	50,00	9
BKN99	24.25	0,00	1
BKN100	19.0	50,00	7
BKN101	10.0	5,00	6
BKN102	4.0	50,00	4
BKN103	3.5	50,00	4
BKN104	16.75	50,00	6
BKN105	9.0	46,00	2
BKN106	11.25	26,00	2
BKN107	23.25	50,00	6
BKN108	15.0	50,00	4
BKN109	0.5	45,00	2
BKN110	3.5	50,00	2
BKN111	2.25	50,00	6
BKN112	16.5	18,00	2
BKN113	4.0	12,00	7
BKN114	16.25	49,00	6
BKN115	13.25	13,00	8
BKN116	4.75	13,00	4
BKN117	16.0	50,00	1
BKN118	21.75	32,00	10
BKN119	10.0	48,00	8
BKN120	10.5	47,00	3
BKN121	8.5	15,00	6
BKN122	3.5	30,00	6
BKN123	11.25	13,00	7
BKN124	8.5	50,00	6
BKN125	23.0	4,00	8
BKN126	12.25	50,00	6
BKN127	24.5	50,00	4
BKN128	10.0	31,00	5
BJN1	25.0	50,00	4
BJN2	6.75	2,00	7
BJN3	16.5	50,00	3
BJN4	19.5	28,00	10
BJN5	25.0	28,00	10
BJN6	25.0	42,00	6
BJN7	5.0	48,00	10
BJN8	24.25	42,00	6
BJN9	24.5	37,00	6
BJN10	9.25	50,00	1
BJN11	5.75	43,00	8
BJN12	0.75	50,00	9
BJN13	14.5	26,00	2
BJN14	20.5	50,00	4
BJN15	8.25	35,00	5
BJN16	23.5	50,00	2
BJN17	4.5	50,00	10
BJN18	21.75	23,00	6
BJN19	6.5	11,00	8
BJN20	24.75	50,00	5
BJN21	5.0	17,00	5
BJN22	12.0	50,00	1
BJN23	11.75	50,00	4
BJN24	21.75	50,00	6
BJN25	19.5	50,00	1
BJN26	10.75	0,00	6
BJN27	22.75	39,00	9
BJN28	15.75	40,00	9
BJN29	6.25	44,00	8
BJN30	22.75	50,00	2
BJN31	2.5	3,00	2
BJN32	9.0	30,00	8
BJN33	23.0	11,00	4
BJN34	19.75	50,00	9
BJN35	14.25	22,00	4
BJN36	12.75	31,00	7
BJN37	11.25	50,00	8
BJN38	23.5	50,00	4
BJN39	17.75	50,00	1
BJN40	9.25	17,00	8
BJN41	0.0	0,00	6
BJN42	23.0	50,00	7
BJN43	24.5	50,00	6
BJN44	19.25	24,00	5
BJN45	21.75	45,00	7
BJN46	24.0	34,00	8
BJN47	21.25	33,00	9
BJN48	8.0	16,00	9
BJN49	12.5	50,00	9
BJN50	18.0	50,00	4
BJN51	12.75	20,00	9
BJN52	23.0	3,00	8
BJN53	16.5	23,00	8
BJN54	22.75	27,00	4
BJN55	14.0	5,00	6
BJN56	6.5	50,00	9
BJN57	18.5	50,00	4
BJN58	11.0	50,00	4
BJN59	0.5	50,00	7
BJN60	15.5	50,00	1
BJN61	2.0	35,00	10
BJN62	0.5	50,00	1
BJN63	7.75	4,00	5
BJN64	18.25	29,00	9
BJN65	8.0	50,00	8
BJN66	9.25	50,00	3
BJN67	4.0	10,00	3
BJN68	2.75	50,00	9
BJN69	14.25	47,00	8
BJN70	24.0	50,00	6
BJN71	16.0	50,00	6
BJN72	19.5	48,00	3
BJN73	2.0	50,00	7
BJN74	15.75	50,00	8
BJN75	18.0	50,00	1
BJN76	5.5	50,00	9
BJN77	19.5	37,00	9
BJN78	6.0	29,00	3
BJN79	2.75	21,00	2
BJN80	9.0	40,00	1
