DXN1	0.75	50,00	2
DXN2	16.0	25,00	10
DXN3	18.75	50,00	6
DXN4	12.0	50,00	8
DXN5	4.5	35,00	2
DXN6	14.75	50,00	5
DXN7	11.0	50,00	6
DXN8	21.5	36,00	4
DXN9	25.0	8,00	9
DXN10	17.5	50,00	8
DXN11	18.75	6,00	9
DXN12	6.0	28,00	10
DXN13	13.5	22,00	9
DXN14	11.75	50,00	7
DXN15	19.75	1,00	6
DXN16	15.0	50,00	5
DXN17	23.25	50,00	7
DXN18	1.0	32,00	4
DXN19	3.75	29,00	1
DXN20	1.5	26,00	2
DXN21	14.25	29,00	1
DXN22	12.0	50,00	3
DXN23	23.25	50,00	5
DXN24	11.0	27,00	5
DXN25	25.0	34,00	6
DXN26	14.5	50,00	9
DXN27	0.0	0,00	4
DXN28	9.25	50,00	5
DXN29	17.5	25,00	5
DXN30	22.5	50,00	6
DXN31	21.0	50,00	4
DXN32	5.0	50,00	7
DXN33	6.5	50,00	3
DXN34	18.0	50,00	3
DXN35	6.75	50,00	7
DXN36	7.5	8,00	7
DXN37	13.25	34,00	4
DXN38	10.75	50,00	7
DXN39	17.75	30,00	5
DXN40	20.0	40,00	10
DXN41	18.75	50,00	5
DXN42	7.25	0,00	7
DXN43	24.5	50,00	7
DXN44	18.0	39,00	6
DXN45	18.25	50,00	8
DXN46	14.25	18,00	2
DXN47	8.0	50,00	6
DXN48	14.25	50,00	7
DXN49	9.5	35,00	6
DXN50	23.0	4,00	3
DXN51	12.0	50,00	9
DXN52	3.25	50,00	7
DXN53	21.75	21,00	8
DXN54	19.75	48,00	8
DXN55	3.25	37,00	7
DXN56	21.5	41,00	8
DXN57	4.75	38,00	5
DXN58	6.25	50,00	10
DXN59	8.0	50,00	3
DXN60	1.5	50,00	1
DXN61	5.75	50,00	6
DXN62	16.5	11,00	1
DXN63	23.75	50,00	5
DXN64	8.75	19,00	6
DXN65	15.75	31,00	2
DXN66	1.0	50,00	7
DXN67	2.75	25,00	7
DXN68	5.25	50,00	3
DXN69	1.75	3,00	4
DXN70	6.0	45,00	6
DXN71	11.75	50,00	8
DXN72	19.75	50,00	4
DXN73	21.75	31,00	4
DXN74	21.5	50,00	1
DXN75	6.5	50,00	7
DXN76	13.25	28,00	3
DXN77	20.75	50,00	4
DXN78	13.25	22,00	4
DXN79	0.5	35,00	6
DXN80	2.5	50,00	7
DXN81	11.75	39,00	9
DXN82	22.0	33,00	7
DXN83	16.5	23,00	10
DXN84	24.5	44,00	5
DXN85	7.5	17,00	7
DXN86	18.25	21,00	7
DXN87	7.0	7,00	6
DXN88	6.0	50,00	5
DXN89	21.0	12,00	7
DXN90	6.0	50,00	10
DXN91	16.25	3,00	9
DXN92	17.25	50,00	9
DXN93	20.75	36,00	5
DXN94	14.75	29,00	6
DXN95	20.25	50,00	5
DXN96	23.75	44,00	7
DXN97	2.75	50,00	2
DXN98	19.0	50,00	5
DXN99	18.0	17,00	7
DXN100	17.5	50,00	9
DXN101	19.25	49,00	7
DXN102	5.0	39,00	8
DXN103	16.0	50,00	6
DXN104	11.0	42,00	2
DXN105	19.75	33,00	1
DXN106	21.75	50,00	1
DXN107	20.75	50,00	10
DXN108	12.0	50,00	7
DXN109	2.75	50,00	8
DXN110	21.5	12,00	7
DXN111	9.5	50,00	8
DXN112	21.75	12,00	5
DXN113	23.25	6,00	6
DXN114	9.5	50,00	7
DXN115	10.75	5,00	9
DXN116	0.75	50,00	5
DXN117	21.75	50,00	3
DXN118	22.0	9,00	6
DXN119	11.5	50,00	2
DXN120	15.25	28,00	2
DXN121	19.5	48,00	5
DXN122	7.75	3,00	5
DXN123	11.0	50,00	6
DXN124	4.75	2,00	3
DXN125	12.0	32,00	9
DXN126	16.25	14,00	3
DXN127	11.25	50,00	6
DXN128	4.5	50,00	2
DXN129	9.75	41,00	5
DXN130	15.25	50,00	5
DXN131	18.25	20,00	8
DXN132	10.5	30,00	7
DXN133	15.5	50,00	3
DXN134	5.25	8,00	8
DXN135	17.25	50,00	3
DXN136	5.0	50,00	3
DXN137	5.25	7,00	9
DXN138	23.5	50,00	4
DXN139	24.25	29,00	4
DXN140	5.75	35,00	1
DXN141	25.0	31,00	9
DXN142	24.0	46,00	5
DXN143	16.25	50,00	5
DXN144	12.0	38,00	7
DXN145	24.5	30,00	9
DXN146	17.25	50,00	3
DXN147	22.5	50,00	7
DXN148	0.75	8,00	3
