PN1	4	0,46
PN2	97	10,18
PN3	71	4,15
PN4	6	1,34
PN5	30	2,32
PN6	96	20,57
PN7	35	0,49
PN8	86	13,99
PN9	30	0,32
PN10	27	2,90
PN11	28	5,20
PN12	66	6,31
PN13	56	7,48
PN14	33	7,12
PN15	63	13,16
PN16	36	6,76
PN17	95	18,71
PN18	57	1,85
PN19	76	6,21
PN20	88	19,80
PN21	46	7,33
PN22	27	2,67
PN23	39	4,45
PN24	59	1,04
PN25	49	2,22
PN26	32	1,64
PN27	3	0,14
PN28	56	6,15
PN29	76	12,82
PN30	65	5,33
PN31	21	1,50
PN32	1	0,17
ON1	25	1,73
ON2	6	1,19
ON3	31	2,03
ON4	24	5,79
ON5	39	8,53
ON6	17	0,65
ON7	100	19,17
ON8	17	4,14
ON9	28	0,43
ON10	96	19,46
ON11	16	3,15
ON12	62	10,50
ON13	0	0,00
ON14	73	6,38
ON15	83	11,17
ON16	28	6,50
ON17	60	9,07
ON18	57	6,03
ON19	17	2,61
ON20	79	16,17
ON21	68	8,44
ON22	35	4,25
ON23	72	17,87
ON24	17	3,93
ON25	75	12,53
ON26	14	3,17
ON27	93	4,60
ON28	66	14,93
ON29	14	1,45
ON30	15	1,96
ON31	88	3,28
ON32	87	20,72
NN1	90	15,36
NN2	87	11,90
NN3	85	3,35
NN4	19	2,50
NN5	58	7,15
NN6	100	24,96
NN7	46	10,85
NN8	69	10,00
NN9	86	5,80
NN10	21	1,85
NN11	12	1,88
NN12	41	0,92
NN13	76	6,56
NN14	96	1,06
NN15	90	6,33
NN16	1	0,04
NN17	76	13,78
NN18	23	3,91
NN19	77	17,47
NN20	38	1,53
NN21	25	0,65
NN22	58	6,46
NN23	16	1,89
NN24	78	18,47
NN25	30	0,98
NN26	32	0,69
NN27	50	1,89
NN28	47	3,16
NN29	86	1,11
NN30	76	3,41
NN31	66	14,68
NN32	47	5,53
MN1	88	0,15
MN2	99	24,26
MN3	14	0,10
MN4	73	5,99
MN5	42	6,27
MN6	67	2,41
MN7	59	14,33
MN8	26	5,50
MN9	87	14,89
MN10	48	10,93
MN11	51	8,17
MN12	7	0,10
MN13	85	18,92
MN14	80	0,24
MN15	1	0,23
MN16	44	1,38
MN17	97	19,59
MN18	39	5,33
MN19	12	0,42
MN20	70	0,56
MN21	91	14,31
MN22	49	5,25
MN23	78	12,18
MN24	31	0,74
MN25	29	4,59
MN26	60	10,39
MN27	16	3,17
MN28	96	6,12
MN29	8	1,67
MN30	23	5,63
MN31	24	5,58
MN32	20	3,20
LN1	76	1,02
LN2	16	3,57
LN3	59	7,03
LN4	39	3,82
LN5	64	10,62
LN6	54	8,72
LN7	48	10,88
LN8	35	8,19
LN9	79	9,83
LN10	98	11,58
LN11	22	4,48
LN12	98	1,09
LN13	63	7,91
LN14	47	8,14
LN15	13	2,98
LN16	70	16,96
LN17	50	1,82
LN18	35	0,60
LN19	25	2,87
LN20	54	9,56
LN21	53	12,70
LN22	85	3,77
LN23	34	7,17
LN24	82	3,16
LN25	90	2,34
LN26	85	20,91
LN27	51	2,95
LN28	94	6,99
LN29	66	7,75
LN30	81	11,05
LN31	42	3,99
LN32	75	0,94
KN1	54	6,50
KN2	93	22,01
KN3	42	1,19
KN4	51	4,77
KN5	74	11,48
KN6	35	0,00
KN7	3	0,39
KN8	17	1,91
KN9	9	1,16
KN10	41	0,82
KN11	55	4,30
KN12	99	11,62
KN13	100	11,00
KN14	89	13,37
KN15	14	2,05
KN16	33	2,80
KN17	33	1,40
KN18	63	2,73
KN19	0	0,00
KN20	63	2,09
KN21	89	5,04
KN22	96	6,84
KN23	8	0,72
KN24	76	9,72
KN25	74	16,60
KN26	88	12,63
KN27	28	4,51
KN28	39	5,82
KN29	32	5,60
KN30	67	4,52
KN31	29	1,94
KN32	39	7,93
JN1	66	7,15
JN2	56	3,78
JN3	24	2,00
JN4	56	2,65
JN5	72	9,14
JN6	63	8,27
JN7	77	11,87
JN8	0	0,00
JN9	76	16,02
JN10	0	0,00
JN11	23	1,79
JN12	83	18,47
JN13	61	6,14
JN14	14	0,95
JN15	26	2,09
JN16	75	17,73
JN17	19	0,98
JN18	4	0,40
JN19	67	3,27
JN20	5	0,82
JN21	52	7,86
JN22	22	3,88
JN23	59	9,91
JN24	40	1,90
JN25	63	9,67
JN26	64	11,53
JN27	58	3,31
JN28	97	10,35
JN29	12	0,51
JN30	54	5,17
JN31	79	0,62
JN32	55	2,18
IN1	24	2,49
IN2	24	1,85
IN3	79	6,59
IN4	67	14,73
IN5	17	1,64
IN6	38	9,49
IN7	89	12,30
IN8	81	19,91
IN9	15	3,15
IN10	74	1,79
IN11	84	1,71
IN12	71	7,76
IN13	63	7,90
IN14	32	3,71
IN15	58	4,01
IN16	82	5,02
IN17	98	11,50
IN18	100	22,14
IN19	94	1,58
IN20	95	1,16
IN21	91	7,54
IN22	3	0,38
IN23	0	0,00
IN24	60	1,77
IN25	51	2,07
IN26	48	10,42
IN27	33	3,39
IN28	65	11,28
IN29	24	3,08
IN30	61	4,26
IN31	42	2,70
IN32	54	3,59
HN1	65	6,82
HN2	47	10,99
HN3	96	8,99
HN4	47	8,64
HN5	58	7,12
HN6	11	1,50
HN7	58	0,95
HN8	7	1,30
HN9	8	0,60
HN10	78	11,60
HN11	32	2,54
HN12	19	2,35
HN13	47	5,66
HN14	48	7,21
HN15	0	0,00
HN16	83	8,60
HN17	41	3,35
HN18	1	0,14
HN19	100	11,95
HN20	46	8,20
HN21	87	21,70
HN22	80	18,28
HN23	45	3,12
HN24	75	12,35
HN25	61	1,15
HN26	85	9,41
HN27	99	7,45
HN28	88	16,40
HN29	88	15,51
HN30	63	1,42
HN31	26	4,30
HN32	64	5,76
GN1	16	1,24
GN2	77	15,42
GN3	9	0,69
GN4	18	2,99
GN5	80	13,07
GN6	98	18,94
GN7	58	4,47
GN8	91	10,41
GN9	9	1,99
GN10	28	6,29
GN11	91	16,42
GN12	37	5,88
GN13	96	4,58
GN14	95	11,28
GN15	35	5,40
GN16	61	8,54
GN17	89	17,66
GN18	58	10,46
GN19	98	8,42
GN20	94	4,97
GN21	26	0,54
GN22	29	3,70
GN23	70	3,58
GN24	1	0,10
GN25	97	1,88
GN26	10	2,22
GN27	52	5,18
GN28	70	7,39
GN29	56	9,09
GN30	38	4,79
GN31	19	1,60
GN32	35	0,40
FN1	8	0,89
FN2	58	13,62
FN3	53	4,47
FN4	87	17,68
FN5	91	21,57
FN6	27	1,02
FN7	95	3,67
FN8	39	4,16
FN9	8	1,65
FN10	34	6,88
FN11	10	2,07
FN12	15	3,00
FN13	65	4,98
FN14	83	4,02
FN15	69	0,91
FN16	96	4,39
FN17	66	4,76
FN18	13	1,97
FN19	58	5,99
FN20	32	7,95
FN21	91	16,74
FN22	23	4,64
FN23	14	2,77
FN24	77	2,12
FN25	3	0,67
FN26	63	15,23
FN27	62	8,49
FN28	35	3,27
FN29	56	0,49
FN30	25	5,30
FN31	41	2,31
FN32	95	21,36
EN1	95	13,02
EN2	44	6,84
EN3	31	0,34
EN4	5	0,54
EN5	21	3,19
EN6	11	1,81
EN7	17	3,17
EN8	14	1,90
EN9	11	2,40
EN10	25	5,81
EN11	11	0,27
EN12	0	0,00
EN13	50	3,77
EN14	79	7,46
EN15	1	0,20
EN16	32	7,14
EN17	16	2,54
EN18	43	5,54
EN19	98	10,13
EN20	93	9,29
EN21	69	14,01
EN22	12	2,91
EN23	96	23,32
EN24	37	1,44
EN25	72	5,98
EN26	24	1,74
EN27	12	0,44
EN28	95	14,44
EN29	68	7,27
EN30	16	1,59
EN31	15	3,27
EN32	23	1,75
DN1	2	0,43
DN2	43	4,98
DN3	28	4,55
DN4	53	0,19
DN5	59	2,63
DN6	40	6,55
DN7	47	3,46
DN8	22	3,80
DN9	45	5,12
DN10	97	8,11
DN11	40	2,29
DN12	74	12,15
DN13	63	10,57
DN14	3	0,46
DN15	7	1,09
DN16	66	6,11
DN17	72	5,73
DN18	5	1,23
DN19	100	11,04
DN20	27	6,06
DN21	5	0,19
DN22	33	6,98
DN23	49	9,13
DN24	9	1,99
DN25	52	7,42
DN26	74	2,26
DN27	80	12,07
DN28	53	4,06
DN29	17	2,63
DN30	69	16,67
DN31	71	7,15
DN32	63	8,54
CN1	11	1,34
CN2	84	16,24
CN3	32	4,29
CN4	39	6,15
CN5	95	22,24
CN6	3	0,03
CN7	29	0,93
CN8	17	1,73
CN9	95	3,62
CN10	87	10,50
CN11	49	9,30
CN12	66	3,70
CN13	51	5,11
CN14	62	2,03
CN15	51	0,91
CN16	63	9,18
CN17	34	8,36
CN18	20	1,23
CN19	46	7,01
CN20	37	5,40
CN21	62	2,09
CN22	40	2,14
CN23	2	0,17
CN24	35	4,22
CN25	0	0,00
CN26	80	8,25
CN27	25	0,22
CN28	30	6,57
CN29	3	0,16
CN30	48	8,56
CN31	67	12,75
CN32	41	1,36
BN1	53	0,64
BN2	6	0,25
BN3	90	0,42
BN4	39	5,69
BN5	9	1,21
BN6	36	5,32
BN7	19	4,73
BN8	42	8,12
BN9	54	4,97
BN10	71	6,91
BN11	12	2,64
BN12	99	16,79
BN13	25	4,31
BN14	95	18,82
BN15	21	3,38
BN16	0	0,00
BN17	97	4,64
BN18	78	0,06
BN19	90	21,06
BN20	11	2,56
BN21	13	1,38
BN22	66	4,94
BN23	67	11,33
BN24	18	4,34
BN25	48	9,31
BN26	9	0,21
BN27	16	0,93
BN28	13	0,84
BN29	42	5,33
BN30	91	5,17
BN31	40	2,00
BN32	23	2,41
AN1	38	5,21
AN2	82	8,39
AN3	80	7,14
AN4	48	3,14
AN5	75	17,62
AN6	89	14,95
AN7	87	13,28
AN8	80	11,41
AN9	16	1,09
AN10	91	0,92
AN11	55	7,32
AN12	43	3,20
AN13	26	5,99
AN14	55	3,44
AN15	98	12,43
AN16	31	4,24
AN17	74	7,77
AN18	67	6,25
AN19	41	5,04
AN20	96	18,49
AN21	61	0,69
AN22	2	0,27
AN23	51	12,31
AN24	99	11,74
AN25	98	9,43
AN26	65	10,11
AN27	76	16,39
AN28	29	3,55
AN29	44	5,83
AN30	90	19,03
AN31	81	0,33
AN32	98	10,07
BS1	4	0,50
BS2	55	7,30
BS3	22	0,17
BS4	64	4,17
BS5	83	11,23
BS6	22	0,29
BS7	45	5,16
BS8	48	8,17
BS9	75	0,02
BS10	0	0,00
BS11	12	2,17
BS12	9	0,17
BS13	7	1,56
BS14	9	0,94
BS15	31	2,62
BS16	75	1,67
BS17	73	5,81
BS18	30	0,99
BS19	83	16,43
BS20	91	12,65
BS21	74	11,82
BS22	10	1,45
BS23	12	2,13
BS24	44	8,78
BS25	43	4,98
BS26	44	8,44
BS27	49	11,31
BS28	51	6,44
BS29	6	0,66
BS30	16	0,91
BS31	31	4,17
BS32	72	15,66
CS1	100	8,01
CS2	9	0,39
CS3	1	0,06
CS4	93	17,61
CS5	100	15,29
CS6	30	0,58
CS7	7	1,47
CS8	0	0,00
CS9	58	1,19
CS10	37	5,78
CS11	16	0,46
CS12	61	10,03
CS13	44	2,86
CS14	64	2,44
CS15	63	6,74
CS16	36	1,11
CS17	78	4,09
CS18	40	1,91
CS19	13	1,43
CS20	67	14,13
CS21	61	0,15
CS22	53	7,38
CS23	16	3,37
CS24	79	2,83
CS25	11	1,67
CS26	26	4,28
CS27	4	0,45
CS28	14	0,70
CS29	42	1,10
CS30	53	2,38
CS31	12	1,09
CS32	3	0,49
DS1	73	16,91
DS2	64	3,24
DS3	18	3,32
DS4	80	2,52
DS5	44	10,33
DS6	85	0,90
DS7	70	3,11
DS8	66	0,51
