HN1	58	14,31
HN2	22	4,06
HN3	47	4,49
HN4	92	13,21
HN5	13	1,78
HN6	70	14,39
HN7	88	6,36
HN8	92	3,51
HN9	24	1,59
HN10	19	4,53
HN11	26	5,12
HN12	60	10,59
HN13	83	19,66
HN14	10	1,79
HN15	84	13,29
HN16	95	9,45
GN1	81	15,78
GN2	94	5,24
GN3	12	2,88
GN4	35	5,88
GN5	43	1,87
GN6	68	12,38
GN7	53	5,05
GN8	46	10,58
GN9	84	2,03
GN10	24	3,98
GN11	53	10,02
GN12	27	6,15
GN13	80	17,16
GN14	6	0,18
GN15	56	1,74
GN16	80	8,57
FN1	2	0,29
FN2	48	2,80
FN3	63	1,23
FN4	83	4,73
FN5	46	1,11
FN6	85	19,80
FN7	26	2,83
FN8	17	0,54
FN9	50	0,43
FN10	27	1,95
FN11	93	12,77
FN12	26	5,64
FN13	52	11,72
FN14	34	6,84
FN15	41	9,00
FN16	90	7,25
EN1	51	10,36
EN2	59	13,17
EN3	25	3,60
EN4	6	0,89
EN5	47	3,09
EN6	43	2,59
EN7	55	11,95
EN8	8	1,41
EN9	89	15,94
EN10	85	15,43
EN11	54	10,64
EN12	54	9,47
EN13	28	2,65
EN14	29	1,51
EN15	83	10,76
EN16	20	1,85
DN1	8	1,01
DN2	80	14,35
DN3	11	0,37
DN4	5	0,11
DN5	80	17,95
DN6	4	0,37
DN7	10	2,12
DN8	16	3,30
DN9	69	15,52
DN10	45	8,21
DN11	62	1,97
DN12	54	11,79
DN13	49	2,80
DN14	57	5,41
DN15	50	0,26
DN16	56	8,32
CN1	72	5,02
CN2	42	9,75
CN3	88	0,56
CN4	38	1,47
CN5	89	5,82
CN6	100	0,97
CN7	90	10,25
CN8	37	1,35
CN9	9	1,26
CN10	25	4,18
CN11	16	3,73
CN12	65	14,34
CN13	33	0,45
CN14	57	2,85
CN15	99	24,49
CN16	23	1,34
BN1	18	4,09
BN2	67	0,34
BN3	74	1,77
BN4	35	8,58
BN5	92	7,51
BN6	10	1,84
BN7	78	8,77
BN8	1	0,23
BN9	12	0,82
BN10	86	6,01
BN11	66	15,26
BN12	27	1,05
BN13	68	13,91
BN14	0	0,00
BN15	80	5,69
BN16	40	7,88
AN1	43	9,84
AN2	24	0,45
AN3	18	2,05
AN4	38	0,44
AN5	40	8,56
AN6	58	8,05
AN7	33	1,12
AN8	70	5,64
AN9	27	2,63
AN10	25	5,78
AN11	29	2,28
AN12	1	0,16
AN13	72	12,30
AN14	30	0,51
AN15	40	4,96
AN16	98	3,55
BS1	0	0,00
BS2	13	1,11
BS3	11	1,12
BS4	24	0,68
BS5	25	2,46
BS6	17	3,05
BS7	43	8,85
BS8	42	8,19
BS9	18	2,16
BS10	77	16,54
BS11	32	7,05
BS12	25	3,49
BS13	92	12,15
BS14	14	1,74
BS15	69	13,25
BS16	37	2,33
CS1	12	1,94
CS2	0	0,00
CS3	76	1,55
CS4	47	1,96
CS5	89	14,93
CS6	52	2,41
CS7	99	9,49
CS8	41	3,98
CS9	52	7,51
CS10	19	4,73
CS11	93	12,82
CS12	86	19,52
CS13	61	9,36
CS14	75	18,09
CS15	33	3,84
CS16	67	14,57
DS1	92	21,11
DS2	58	7,98
DS3	94	7,28
DS4	67	13,05
DS5	87	19,86
DS6	81	18,52
DS7	34	3,45
DS8	100	7,66
DS9	87	15,24
DS10	95	16,02
DS11	21	4,91
DS12	41	0,92
DS13	99	22,61
DS14	41	8,70
DS15	69	3,35
DS16	74	16,46
ES1	24	0,54
ES2	76	10,10
ES3	6	0,31
ES4	3	0,33
ES5	45	6,35
ES6	47	2,89
ES7	93	10,59
ES8	29	3,01
ES9	92	3,79
ES10	43	10,13
ES11	72	6,03
ES12	43	2,92
ES13	71	10,69
ES14	73	4,40
ES15	49	8,14
ES16	70	12,48
FS1	70	7,98
FS2	74	13,51
FS3	60	14,90
FS4	73	5,18
FS5	75	17,26
FS6	36	8,21
FS7	55	12,62
FS8	88	17,33
FS9	55	2,37
FS10	31	6,39
FS11	99	18,29
FS12	18	4,17
FS13	88	4,55
FS14	6	0,51
FS15	15	3,39
FS16	32	1,60
GS1	14	1,14
GS2	79	14,09
GS3	15	1,92
GS4	44	9,31
GS5	80	3,35
GS6	88	3,96
GS7	90	21,44
GS8	29	3,55
GS9	36	1,76
GS10	13	0,38
GS11	76	5,14
GS12	51	0,87
GS13	69	15,78
GS14	73	13,02
GS15	87	6,89
GS16	90	15,40
HS1	49	10,40
HS2	7	1,73
HS3	5	0,00
HS4	84	3,06
HS5	21	1,78
HS6	56	8,70
HS7	74	0,77
HS8	58	2,65
HS9	98	15,62
HS10	77	3,21
HS11	18	2,81
HS12	16	2,67
HS13	38	5,18
HS14	37	8,79
HS15	22	0,53
HS16	89	12,37
IS1	5	1,12
IS2	10	0,87
IS3	64	8,99
IS4	19	3,79
IS5	82	13,83
IS6	67	0,20
IS7	29	4,55
IS8	53	0,78
IS9	78	5,56
IS10	23	0,92
IS11	61	14,72
IS12	19	3,69
IS13	91	15,49
IS14	11	0,51
IS15	78	9,29
IS16	11	2,49
