PN1	33	7,38
PN2	40	5,67
PN3	1	0,18
PN4	27	0,18
PN5	83	13,19
PN6	54	0,36
PN7	52	1,23
PN8	77	18,92
PN9	29	0,84
PN10	83	12,90
PN11	47	11,05
PN12	31	4,15
PN13	70	7,28
PN14	21	2,24
PN15	86	18,48
PN16	37	7,35
PN17	52	7,78
PN18	24	5,99
PN19	29	3,85
PN20	88	14,40
PN21	79	8,78
PN22	87	5,87
PN23	73	10,38
PN24	36	3,88
PN25	45	5,39
PN26	94	19,76
PN27	62	6,28
PN28	33	2,72
PN29	69	10,88
PN30	40	7,42
PN31	43	7,96
PN32	59	3,57
ON1	68	3,69
ON2	66	3,96
ON3	61	6,47
ON4	26	2,56
ON5	44	4,29
ON6	1	0,04
ON7	33	3,73
ON8	34	2,66
ON9	69	12,63
ON10	11	0,92
ON11	47	3,22
ON12	45	4,03
ON13	55	4,20
ON14	64	10,38
ON15	62	9,83
ON16	3	0,48
ON17	7	0,35
ON18	87	9,56
ON19	32	6,43
ON20	13	2,08
ON21	84	9,31
ON22	14	0,23
ON23	50	4,47
ON24	58	1,41
ON25	100	1,16
ON26	91	8,60
ON27	9	0,95
ON28	77	18,46
ON29	2	0,49
ON30	59	1,92
ON31	36	7,33
ON32	73	0,58
NN1	2	0,47
NN2	28	3,62
NN3	32	3,45
NN4	98	23,44
NN5	40	0,42
NN6	22	3,88
NN7	58	14,47
NN8	21	3,63
NN9	65	12,81
NN10	64	2,35
NN11	58	5,00
NN12	22	1,40
NN13	86	0,27
NN14	2	0,41
NN15	9	0,67
NN16	41	8,44
NN17	6	0,23
NN18	54	2,68
NN19	71	11,26
NN20	62	7,75
NN21	10	1,42
NN22	88	13,94
NN23	97	12,29
NN24	85	1,86
NN25	0	0,00
NN26	89	10,46
NN27	28	2,96
NN28	73	2,40
NN29	92	6,11
NN30	86	11,09
NN31	34	7,91
NN32	96	4,57
MN1	79	13,31
MN2	87	18,11
MN3	87	0,67
MN4	33	7,49
MN5	73	9,45
MN6	1	0,01
MN7	79	12,77
MN8	60	12,88
MN9	76	7,46
MN10	18	0,42
MN11	4	0,47
MN12	60	6,39
MN13	97	3,26
MN14	75	9,48
MN15	75	1,44
MN16	51	0,60
MN17	90	21,23
MN18	46	5,65
MN19	31	1,93
MN20	98	4,21
MN21	71	15,35
MN22	70	2,69
MN23	69	6,78
MN24	64	0,17
MN25	15	2,92
MN26	30	7,43
MN27	13	0,11
MN28	85	17,97
MN29	88	13,02
MN30	61	6,53
MN31	10	1,19
MN32	85	2,90
LN1	89	20,09
LN2	8	1,72
LN3	0	0,00
LN4	74	18,12
LN5	91	2,51
LN6	75	14,83
LN7	44	4,38
LN8	73	12,20
LN9	49	9,09
LN10	67	3,34
LN11	17	3,84
LN12	69	1,90
LN13	47	7,57
LN14	69	16,48
LN15	80	13,84
LN16	34	6,00
LN17	87	14,51
LN18	63	6,32
LN19	38	0,87
LN20	92	0,51
LN21	99	13,14
LN22	65	9,84
LN23	69	14,37
LN24	8	0,25
LN25	65	12,20
LN26	45	7,93
LN27	76	8,25
LN28	1	0,20
LN29	74	13,58
LN30	66	15,13
LN31	35	6,31
LN32	17	1,21
KN1	7	0,92
KN2	8	0,65
KN3	82	12,42
KN4	31	6,10
KN5	87	2,38
KN6	18	2,09
KN7	49	1,33
KN8	25	4,46
KN9	0	0,00
KN10	68	14,47
KN11	11	0,26
KN12	5	0,62
KN13	81	11,81
KN14	15	1,24
KN15	28	1,45
KN16	25	0,39
KN17	54	10,03
KN18	30	6,20
KN19	95	4,59
KN20	62	4,83
KN21	59	9,84
KN22	29	3,61
KN23	4	0,98
KN24	45	0,81
KN25	16	0,39
KN26	9	1,76
KN27	36	6,81
KN28	89	10,45
KN29	24	5,87
KN30	37	7,80
KN31	4	0,79
KN32	31	2,77
JN1	37	6,62
JN2	17	0,44
JN3	21	2,85
JN4	44	4,57
JN5	32	5,42
JN6	73	5,68
JN7	14	1,77
JN8	76	3,74
JN9	23	0,63
JN10	8	0,88
JN11	92	6,31
JN12	32	6,79
