DN1	11.75	37,00	10
DN2	6.0	10,00	4
DN3	4.0	20,00	10
DN4	15.25	50,00	10
DN5	7.25	49,00	2
DN6	14.25	42,00	8
DN7	24.5	50,00	7
DN8	9.0	50,00	9
CN1	15.5	1,00	3
CN2	5.25	50,00	2
CN3	21.25	50,00	2
CN4	10.75	50,00	5
CN5	23.75	38,00	5
CN6	8.0	49,00	6
CN7	6.75	50,00	6
CN8	11.0	50,00	7
BN1	1.25	26,00	9
BN2	7.25	42,00	5
BN3	6.0	36,00	3
BN4	17.5	25,00	4
BN5	16.75	44,00	9
BN6	14.5	50,00	3
BN7	5.75	42,00	5
BN8	18.25	18,00	9
AN1	15.0	50,00	4
AN2	6.5	50,00	1
AN3	5.5	20,00	5
AN4	12.0	12,00	2
AN5	0.5	8,00	4
AN6	5.75	50,00	7
AN7	13.75	50,00	7
AN8	6.0	50,00	8
BS1	3.75	32,00	9
BS2	23.5	14,00	6
BS3	22.0	8,00	4
BS4	19.0	32,00	6
BS5	1.25	12,00	2
BS6	12.25	26,00	6
BS7	2.25	12,00	10
BS8	23.5	22,00	4
CS1	14.25	50,00	5
CS2	11.0	28,00	6
CS3	7.75	50,00	8
CS4	5.5	2,00	6
CS5	12.25	20,00	6
CS6	4.75	50,00	3
CS7	2.75	40,00	8
CS8	14.5	2,00	8
DS1	23.5	50,00	8
DS2	1.0	10,00	6
DS3	13.0	50,00	9
DS4	4.25	50,00	8
DS5	20.5	50,00	7
DS6	10.5	44,00	2
DS7	15.0	8,00	7
DS8	18.75	30,00	6
ES1	0.5	50,00	9
ES2	9.25	50,00	8
ES3	17.25	23,00	3
ES4	0.75	5,00	9
ES5	23.25	50,00	6
ES6	24.5	31,00	2
ES7	10.5	8,00	6
ES8	17.0	12,00	2
