DN1	12	2,89
DN2	73	17,24
DN3	55	11,12
DN4	61	10,71
DN5	10	2,37
DN6	31	4,35
DN7	85	14,67
DN8	80	9,68
CN1	82	9,53
CN2	30	6,57
CN3	96	3,48
CN4	12	2,03
CN5	19	0,72
CN6	13	0,75
CN7	40	9,51
CN8	87	4,69
BN1	84	9,98
BN2	37	6,04
BN3	4	0,97
BN4	71	7,45
BN5	20	1,53
BN6	96	17,12
BN7	74	8,76
BN8	48	8,87
AN1	33	5,23
AN2	50	9,23
AN3	42	4,67
AN4	66	7,82
AN5	81	15,74
AN6	35	7,86
AN7	99	14,21
AN8	99	0,65
BS1	95	16,60
BS2	49	9,25
BS3	17	1,34
BS4	35	3,71
BS5	38	6,55
BS6	62	7,11
BS7	2	0,09
BS8	11	0,40
CS1	82	12,94
CS2	33	8,05
CS3	2	0,46
CS4	84	13,87
CS5	6	0,56
CS6	5	0,71
CS7	2	0,29
CS8	2	0,29
DS1	38	4,10
DS2	42	1,45
DS3	28	4,37
DS4	95	21,77
DS5	36	1,36
DS6	72	17,50
DS7	70	7,55
DS8	82	8,78
ES1	12	2,83
ES2	36	1,62
ES3	1	0,08
ES4	99	5,47
ES5	66	12,43
ES6	2	0,04
ES7	72	15,81
ES8	61	0,78
