HN1	14.75	9,00	7
HN2	19.25	34,00	3
HN3	2.75	5,00	3
HN4	8.25	50,00	5
HN5	21.0	50,00	4
HN6	12.25	47,00	9
HN7	1.75	41,00	10
HN8	22.75	6,00	5
HN9	23.25	38,00	3
HN10	17.5	50,00	2
HN11	23.5	13,00	1
HN12	2.0	8,00	2
HN13	12.75	7,00	2
HN14	22.75	23,00	4
HN15	23.5	27,00	1
HN16	8.5	50,00	9
GN1	15.5	1,00	5
GN2	10.25	18,00	8
GN3	17.75	50,00	4
GN4	20.5	50,00	5
GN5	7.0	50,00	3
GN6	5.5	27,00	5
GN7	18.25	12,00	4
GN8	22.25	6,00	3
GN9	5.25	47,00	10
GN10	2.75	24,00	1
GN11	25.0	22,00	9
GN12	8.0	17,00	8
GN13	11.75	4,00	10
GN14	9.25	40,00	8
GN15	10.25	43,00	3
GN16	4.25	18,00	5
FN1	13.25	22,00	2
FN2	11.25	34,00	7
FN3	7.75	11,00	5
FN4	13.25	46,00	4
FN5	8.5	25,00	10
FN6	2.75	50,00	7
FN7	22.0	50,00	8
FN8	21.25	19,00	7
FN9	1.5	43,00	2
FN10	0.75	1,00	5
FN11	7.75	50,00	3
FN12	2.5	22,00	4
FN13	7.0	2,00	8
FN14	16.25	50,00	1
FN15	22.25	30,00	4
FN16	16.25	6,00	10
EN1	16.5	31,00	9
EN2	8.25	27,00	1
EN3	18.0	31,00	8
EN4	10.75	50,00	3
EN5	15.0	50,00	8
EN6	10.5	50,00	5
EN7	8.0	9,00	10
EN8	22.25	29,00	9
EN9	16.25	41,00	4
EN10	13.25	50,00	6
EN11	18.5	50,00	7
EN12	4.25	13,00	10
EN13	1.0	26,00	8
EN14	20.25	17,00	5
EN15	22.25	33,00	3
EN16	16.5	25,00	6
DN1	13.5	41,00	8
DN2	7.75	0,00	4
DN3	7.5	8,00	5
DN4	20.0	45,00	8
DN5	4.5	41,00	3
DN6	17.0	32,00	8
DN7	14.0	50,00	2
DN8	8.0	50,00	1
DN9	15.0	38,00	8
DN10	11.5	50,00	6
DN11	15.75	10,00	8
DN12	16.75	50,00	1
DN13	10.5	6,00	5
DN14	24.5	2,00	5
DN15	9.0	23,00	9
DN16	23.75	50,00	9
CN1	3.5	50,00	10
CN2	19.25	3,00	3
CN3	19.0	50,00	3
CN4	15.0	39,00	8
CN5	6.25	50,00	5
CN6	18.0	50,00	3
CN7	12.25	50,00	1
CN8	19.75	50,00	4
CN9	7.0	0,00	9
CN10	16.75	50,00	10
CN11	4.5	50,00	2
CN12	2.75	32,00	6
CN13	22.25	50,00	8
CN14	7.75	50,00	1
CN15	16.25	45,00	7
CN16	1.25	50,00	1
BN1	12.75	50,00	10
BN2	13.75	50,00	9
BN3	14.0	27,00	6
BN4	13.25	11,00	6
BN5	12.0	50,00	2
BN6	22.0	50,00	5
BN7	2.75	50,00	8
BN8	10.5	50,00	4
BN9	6.0	38,00	8
BN10	19.0	50,00	2
BN11	7.75	24,00	3
BN12	21.75	44,00	4
BN13	15.25	34,00	4
BN14	23.75	50,00	7
BN15	5.0	47,00	1
BN16	2.0	50,00	6
AN1	9.0	6,00	4
AN2	15.5	50,00	3
AN3	12.5	21,00	3
AN4	2.5	13,00	5
AN5	17.0	44,00	9
AN6	0.5	10,00	7
AN7	17.25	27,00	9
AN8	11.0	7,00	9
AN9	8.0	36,00	8
AN10	1.5	23,00	6
AN11	6.5	37,00	6
AN12	6.0	41,00	3
AN13	8.75	50,00	6
AN14	11.5	32,00	9
AN15	16.5	45,00	6
AN16	13.0	50,00	8
BS1	4.5	50,00	5
BS2	17.25	50,00	8
BS3	21.0	50,00	10
BS4	8.25	50,00	8
BS5	8.0	50,00	7
BS6	23.5	50,00	8
BS7	23.0	42,00	3
BS8	19.25	50,00	5
BS9	0.25	50,00	1
BS10	7.25	30,00	9
BS11	17.75	50,00	4
BS12	4.0	1,00	7
BS13	23.75	50,00	4
BS14	10.5	50,00	6
BS15	13.75	50,00	8
BS16	23.5	43,00	10
CS1	4.0	34,00	2
CS2	6.25	39,00	3
CS3	16.5	50,00	8
CS4	14.75	30,00	7
CS5	10.75	50,00	3
CS6	8.75	50,00	9
CS7	17.25	17,00	10
CS8	1.5	50,00	8
CS9	12.25	50,00	2
CS10	7.5	50,00	8
CS11	16.0	8,00	7
CS12	12.75	50,00	6
CS13	22.25	23,00	2
CS14	11.0	44,00	2
CS15	8.25	50,00	7
CS16	20.5	20,00	6
DS1	16.0	50,00	3
DS2	12.5	50,00	9
DS3	18.75	3,00	5
DS4	23.75	50,00	3
DS5	4.25	30,00	6
DS6	9.25	5,00	2
DS7	19.0	50,00	2
DS8	19.0	50,00	2
DS9	19.75	49,00	2
DS10	13.25	50,00	4
DS11	17.75	0,00	8
DS12	22.25	41,00	7
DS13	10.75	48,00	2
DS14	7.0	50,00	9
DS15	2.75	21,00	5
DS16	4.0	4,00	8
ES1	12.25	25,00	4
ES2	15.5	50,00	7
ES3	17.5	0,00	1
ES4	17.25	50,00	6
ES5	21.0	50,00	1
ES6	16.75	28,00	2
ES7	23.25	19,00	2
ES8	14.5	18,00	10
ES9	18.0	50,00	1
ES10	15.5	8,00	6
ES11	10.25	50,00	3
ES12	6.75	50,00	1
ES13	19.5	50,00	9
ES14	11.5	50,00	7
ES15	18.75	8,00	5
ES16	6.5	50,00	3
FS1	23.25	18,00	6
FS2	3.25	19,00	9
FS3	15.0	50,00	9
FS4	11.0	50,00	9
FS5	15.75	47,00	10
FS6	22.75	50,00	1
FS7	7.0	50,00	8
FS8	0.25	3,00	1
FS9	24.75	16,00	8
FS10	17.5	15,00	8
FS11	16.25	50,00	10
FS12	23.75	50,00	8
FS13	20.5	50,00	5
FS14	23.75	50,00	7
FS15	13.5	45,00	7
FS16	6.0	50,00	2
GS1	6.0	50,00	6
GS2	11.75	7,00	7
GS3	20.75	11,00	3
