DN1	3.0	3,00	10
DN2	18.25	5,00	6
DN3	13.75	19,00	4
DN4	15.25	29,00	9
DN5	2.5	5,00	2
DN6	7.75	43,00	4
DN7	21.25	30,00	5
DN8	20.0	50,00	2
CN1	20.5	50,00	2
CN2	7.5	12,00	8
CN3	24.0	50,00	5
CN4	3.0	32,00	2
CN5	4.75	50,00	6
CN6	3.25	50,00	3
CN7	10.0	4,00	7
CN8	21.75	50,00	4
BN1	21.0	50,00	3
BN2	9.25	34,00	6
BN3	1.0	2,00	10
BN4	17.75	50,00	4
BN5	5.0	50,00	2
BN6	24.0	28,00	2
BN7	18.5	50,00	8
BN8	12.0	26,00	7
AN1	8.25	36,00	3
AN2	12.5	26,00	6
AN3	10.5	50,00	8
AN4	16.5	50,00	7
AN5	20.25	22,00	2
AN6	8.75	10,00	5
AN7	24.75	42,00	3
AN8	24.75	50,00	2
BS1	23.75	30,00	1
BS2	12.25	24,00	5
BS3	4.25	50,00	5
BS4	8.75	50,00	7
BS5	9.5	31,00	10
BS6	15.5	50,00	8
BS7	0.5	50,00	6
BS8	2.75	50,00	1
CS1	20.5	36,00	5
CS2	8.25	2,00	2
CS3	0.5	7,00	4
CS4	21.0	33,00	2
CS5	1.5	50,00	8
CS6	1.25	42,00	3
CS7	0.5	41,00	6
CS8	0.5	41,00	10
DS1	9.5	50,00	6
DS2	10.5	50,00	9
DS3	7.0	37,00	4
DS4	23.75	8,00	4
DS5	9.0	50,00	4
DS6	18.0	2,00	7
DS7	17.5	50,00	3
DS8	20.5	50,00	5
ES1	3.0	5,00	10
ES2	9.0	50,00	4
ES3	0.25	50,00	1
ES4	24.75	50,00	6
ES5	16.5	24,00	8
ES6	0.5	50,00	8
ES7	18.0	12,00	10
ES8	15.25	50,00	4
