c1	0.8	0.12
c2	0.8	0.12
c3	0.8	0.12
c4	0.8	0.12
c5	0.8	0.12
c6	0.8	0.12
c7	0.8	0.12
c8	0.8	0.12
c9	0.8	0.12
c10	0.8	0.12
c11	0.8	0.12
c12	0.8	0.12
c13	0.8	0.12
c14	0.8	0.12
c15	0.8	0.12
c16	0.8	0.12
c17	0.8	0.12
c18	0.8	0.12
c19	0.8	0.12
c20	0.8	0.12
c21	0.8	0.12
c22	0.8	0.12
c23	0.8	0.12
c24	0.8	0.12
c25	0.8	0.12
c26	0.8	0.12
c27	0.8	0.12
c28	0.8	0.12
c29	0.8	0.12
c30	0.8	0.12
c31	0.8	0.12
c32	0.8	0.12
c33	0.8	0.12
c34	0.8	0.12
c35	0.8	0.12
c36	0.8	0.12
c37	0.8	0.12
c38	0.8	0.12
c39	0.8	0.12
c40	0.8	0.12
c41	0.8	0.12
c42	0.8	0.12
c43	0.8	0.12
c44	0.8	0.12
c45	0.8	0.12
c46	0.8	0.12
c47	0.8	0.12
c48	0.8	0.12
c49	0.8	0.12
c50	0.8	0.12
c51	0.8	0.12
c52	0.8	0.12
c53	0.8	0.12
c54	0.8	0.12
c55	0.8	0.12
c56	0.8	0.12
c57	0.8	0.12
c58	0.8	0.12
c59	0.8	0.12
c60	0.8	0.12
c61	0.8	0.12
c62	0.8	0.12
c63	0.8	0.12
c64	0.8	0.12
c65	0.8	0.12
c66	0.8	0.12
c67	0.8	0.12
c68	0.8	0.12
c69	0.8	0.12
c70	0.8	0.12
c71	0.8	0.12
c72	0.8	0.12
c73	0.8	0.12
c74	0.8	0.12
c75	0.8	0.12
